19.999;0.06157874;-17.525;-17.463421
20;0.06157874;-17.525;-17.463421
20.001;0.06157874;-17.525;-17.463421
20.002;0.08657874;-17.55;-17.463421
20.003;0.06157874;-17.525;-17.463421
20.004;0.08657874;-17.55;-17.463421
20.005;0.08657874;-17.55;-17.463421
20.006;0.08657874;-17.55;-17.463421
20.007;0.08657874;-17.55;-17.463421
20.008;0.08657874;-17.55;-17.463421
20.009;0.06157874;-17.525;-17.463421
20.01;0.06157874;-17.525;-17.463421
20.011;0.06157874;-17.525;-17.463421
20.012;0.06157874;-17.525;-17.463421
20.013;0.06157874;-17.525;-17.463421
20.014;0.06157874;-17.525;-17.463421
20.015;0.08657874;-17.55;-17.463421
20.016;0.06157874;-17.525;-17.463421
20.017;0.06157874;-17.525;-17.463421
20.018;0.06157874;-17.525;-17.463421
20.019;0.06157874;-17.525;-17.463421
20.02;0.06157874;-17.525;-17.463421
20.021;0.06157874;-17.525;-17.463421
20.022;0.06157874;-17.525;-17.463421
20.023;0.06157874;-17.525;-17.463421
20.024;0.06157874;-17.525;-17.463421
20.025;0.06157874;-17.525;-17.463421
20.026;0.06157874;-17.525;-17.463421
20.027;0.06157874;-17.525;-17.463421
20.028;0.06157874;-17.525;-17.463421
20.029;0.06157874;-17.525;-17.463421
20.03;0.06157874;-17.525;-17.463421
20.031;0.06157874;-17.525;-17.463421
20.032;0.06157874;-17.525;-17.463421
20.033;0.06157874;-17.525;-17.463421
20.034;0.06157874;-17.525;-17.463421
20.035;0.06157874;-17.525;-17.463421
20.036;0.06157874;-17.525;-17.463421
20.037;0.06157874;-17.525;-17.463421
20.038;0.06157874;-17.525;-17.463421
20.039;0.06157874;-17.525;-17.463421
20.04;0.06157874;-17.525;-17.463421
20.041;0.06157874;-17.525;-17.463421
20.042;0.06157874;-17.525;-17.463421
20.043;0.06157874;-17.525;-17.463421
20.044;0.06157874;-17.525;-17.463421
20.045;0.06157874;-17.525;-17.463421
20.046;0.06157874;-17.525;-17.463421
20.047;0.06157874;-17.525;-17.463421
20.048;0.06157874;-17.525;-17.463421
20.049;0.06157874;-17.525;-17.463421
20.05;1;-17.525;-9.6633438
20.051;1;-17.525;-9.6633438
20.052;1;-17.525;-9.6633438
20.053;1;-17.525;-9.6633438
20.054;1;-17.525;-9.6633438
20.055;1;-17.525;-9.6633438
20.056;1;-17.525;-9.6633438
20.057;1;-17.5;-9.6633438
20.058;1;-17.475;-9.6633438
20.059;1;-17.425;-9.6633438
20.06;1;-17.375;-9.6633438
20.061;1;-17.25;-9.6633438
20.062;1;-17.175;-9.6633438
20.063;1;-17.125;-9.6633438
20.064;1;-17.025;-9.6633438
20.065;1;-17;-9.6633438
20.066;1;-16.95;-9.6633438
20.067;1;-16.85;-9.6633438
20.068;1;-16.8;-9.6633438
20.069;1;-16.7;-9.6633438
20.07;1;-16.55;-9.6633438
20.071;1;-16.475;-9.6633438
20.072;1;-16.4;-9.6633438
20.073;1;-16.25;-9.6633438
20.074;1;-16.2;-9.6633438
20.075;1;-16.15;-9.6633438
20.076;1;-16.05;-9.6633438
20.077;1;-16;-9.6633438
20.078;1;-15.925;-9.6633438
20.079;1;-15.775;-9.6633438
20.08;1;-15.675;-9.6633438
20.081;1;-15.6;-9.6633438
20.082;1;-15.45;-9.6633438
20.083;1;-15.4;-9.6633438
20.084;1;-15.35;-9.6633438
20.085;1;-15.25;-9.6633438
20.086;1;-15.2;-9.6633438
20.087;1;-15.05;-9.6633438
20.088;1;-14.95;-9.6633438
20.089;1;-14.875;-9.6633438
20.09;1;-14.7;-9.6633438
20.091;1;-14.625;-9.6633438
20.092;1;-14.55;-9.6633438
20.093;1;-14.45;-9.6633438
20.094;1;-14.4;-9.6633438
20.095;1;-14.35;-9.6633438
20.096;1;-14.2;-9.6633438
20.097;1;-14.15;-9.6633438
20.098;1;-14.05;-9.6633438
20.099;1;-13.875;-9.6633438
20.1;1;-13.8;-9.6633438
20.101;1;-13.725;-9.6633438
20.102;1;-13.6;-9.6633438
20.103;1;-13.55;-9.6633438
20.104;1;-13.475;-9.6633438
20.105;1;-13.35;-9.6633438
20.106;1;-13.275;-9.6633438
20.107;1;-13.2;-9.6633438
20.108;1;-13.025;-9.6633438
20.109;1;-12.95;-9.6633438
20.11;1;-12.85;-9.6633438
20.111;1;-12.725;-9.6633438
20.112;1;-12.675;-9.6633438
20.113;1;-12.6;-9.6633438
20.114;1;-12.5;-9.6633438
20.115;1;-12.425;-9.6633438
20.116;1;-12.35;-9.6633438
20.117;1;-12.175;-9.6633438
20.118;1;-12.1;-9.6633438
20.119;1;-12;-9.6633438
20.12;1;-11.85;-9.6633438
20.121;1;-11.8;-9.6633438
20.122;1;-11.725;-9.6633438
20.123;1;-11.625;-9.6633438
20.124;1;-11.55;-9.6633438
20.125;1;-11.5;-9.6633438
20.126;1;-11.325;-9.6633438
20.127;1;-11.225;-9.6633438
20.128;1;-11.15;-9.6633438
20.129;1;-10.975;-9.6633438
20.13;1;-10.925;-9.6633438
20.131;1;-10.85;-9.6633438
20.132;1;-10.75;-9.6633438
20.133;1;-10.7;-9.6633438
20.134;0.96165617;-10.625;-9.6633438
20.135;0.78665617;-10.45;-9.6633438
20.136;0.71165617;-10.375;-9.6633438
20.137;0.61165617;-10.275;-9.6633438
20.138;0.43665617;-10.1;-9.6633438
20.139;0.36165617;-10.025;-9.6633438
20.14;0.31165617;-9.975;-9.6633438
20.141;0.18665617;-9.85;-9.6633438
20.142;0.13665617;-9.8;-9.6633438
20.143;0.06165617;-9.725;-9.6633438
20.144;-0.06334383;-9.6;-9.6633438
20.145;-0.16334383;-9.5;-9.6633438
20.146;-0.23834383;-9.425;-9.6633438
20.147;-0.36334383;-9.3;-9.6633438
20.148;-0.41334383;-9.25;-9.6633438
20.149;-0.43834383;-9.225;-9.6633438
20.15;-0.46334383;-9.2;-9.6633438
20.151;-0.43834383;-9.225;-9.6633438
20.152;-0.41334383;-9.25;-9.6633438
20.153;-0.36334383;-9.3;-9.6633438
20.154;-0.36334383;-9.3;-9.6633438
20.155;-0.36334383;-9.3;-9.6633438
20.156;-0.33834383;-9.325;-9.6633438
20.157;-0.33834383;-9.325;-9.6633438
20.158;-0.31334383;-9.35;-9.6633438
20.159;-0.23834383;-9.425;-9.6633438
20.16;-0.16334383;-9.5;-9.6633438
20.161;-0.11334383;-9.55;-9.6633438
20.162;0.06165617;-9.725;-9.6633438
20.163;0.13665617;-9.8;-9.6633438
20.164;0.18665617;-9.85;-9.6633438
20.165;0.23665617;-9.9;-9.6633438
20.166;0.26165617;-9.925;-9.6633438
20.167;0.26165617;-9.925;-9.6633438
20.168;0.33665617;-10;-9.6633438
20.169;0.36165617;-10.025;-9.6633438
20.17;0.38665617;-10.05;-9.6633438
20.171;0.43665617;-10.1;-9.6633438
20.172;0.43665617;-10.1;-9.6633438
20.173;0.41165617;-10.075;-9.6633438
20.174;0.38665617;-10.05;-9.6633438
20.175;0.36165617;-10.025;-9.6633438
20.176;0.33665617;-10;-9.6633438
20.177;0.28665617;-9.95;-9.6633438
20.178;0.28665617;-9.95;-9.6633438
20.179;0.26165617;-9.925;-9.6633438
20.18;0.23665617;-9.9;-9.6633438
20.181;0.18665617;-9.85;-9.6633438
20.182;0.13665617;-9.8;-9.6633438
20.183;0.03665617;-9.7;-9.6633438
20.184;-0.01334383;-9.65;-9.6633438
20.185;-0.03834383;-9.625;-9.6633438
20.186;-0.08834383;-9.575;-9.6633438
20.187;-0.11334383;-9.55;-9.6633438
20.188;-0.11334383;-9.55;-9.6633438
20.189;-0.11334383;-9.55;-9.6633438
20.19;-0.13834383;-9.525;-9.6633438
20.191;-0.13834383;-9.525;-9.6633438
20.192;-0.16334383;-9.5;-9.6633438
20.193;-0.16334383;-9.5;-9.6633438
20.194;-0.16334383;-9.5;-9.6633438
20.195;-0.16334383;-9.5;-9.6633438
20.196;-0.13834383;-9.525;-9.6633438
20.197;-0.13834383;-9.525;-9.6633438
20.198;-0.11334383;-9.55;-9.6633438
20.199;-0.08834383;-9.575;-9.6633438
20.2;-0.08834383;-9.575;-9.6633438
20.201;-0.06334383;-9.6;-9.6633438
20.202;-0.03834383;-9.625;-9.6633438
20.203;-0.01334383;-9.65;-9.6633438
20.204;0.03665617;-9.7;-9.6633438
20.205;0.06165617;-9.725;-9.6633438
20.206;0.08665617;-9.75;-9.6633438
20.207;0.11165617;-9.775;-9.6633438
20.208;0.13665617;-9.8;-9.6633438
20.209;0.13665617;-9.8;-9.6633438
20.21;0.16165617;-9.825;-9.6633438
20.211;0.16165617;-9.825;-9.6633438
20.212;0.16165617;-9.825;-9.6633438
20.213;0.18665617;-9.85;-9.6633438
20.214;0.18665617;-9.85;-9.6633438
20.215;0.18665617;-9.85;-9.6633438
20.216;0.18665617;-9.85;-9.6633438
20.217;0.18665617;-9.85;-9.6633438
20.218;0.18665617;-9.85;-9.6633438
20.219;0.18665617;-9.85;-9.6633438
20.22;0.18665617;-9.85;-9.6633438
20.221;0.18665617;-9.85;-9.6633438
20.222;0.16165617;-9.825;-9.6633438
20.223;0.16165617;-9.825;-9.6633438
20.224;0.13665617;-9.8;-9.6633438
20.225;0.13665617;-9.8;-9.6633438
20.226;0.13665617;-9.8;-9.6633438
20.227;0.11165617;-9.775;-9.6633438
20.228;0.08665617;-9.75;-9.6633438
20.229;0.08665617;-9.75;-9.6633438
20.23;0.06165617;-9.725;-9.6633438
20.231;0.03665617;-9.7;-9.6633438
20.232;0.03665617;-9.7;-9.6633438
20.233;0.03665617;-9.7;-9.6633438
20.234;0.01165617;-9.675;-9.6633438
20.235;0.01165617;-9.675;-9.6633438
20.236;-0.01334383;-9.65;-9.6633438
20.237;-0.01334383;-9.65;-9.6633438
20.238;-0.01334383;-9.65;-9.6633438
20.239;-0.01334383;-9.65;-9.6633438
20.24;-0.01334383;-9.65;-9.6633438
20.241;-0.01334383;-9.65;-9.6633438
20.242;0.01165617;-9.675;-9.6633438
20.243;0.01165617;-9.675;-9.6633438
20.244;0.01165617;-9.675;-9.6633438
20.245;-0.01334383;-9.65;-9.6633438
20.246;-0.01334383;-9.65;-9.6633438
20.247;-0.01334383;-9.65;-9.6633438
20.248;0.01165617;-9.675;-9.6633438
20.249;0.01165617;-9.675;-9.6633438
20.25;0.03665617;-9.7;-9.6633438
20.251;0.03665617;-9.7;-9.6633438
20.252;0.06165617;-9.725;-9.6633438
20.253;0.06165617;-9.725;-9.6633438
20.254;0.06165617;-9.725;-9.6633438
20.255;0.06165617;-9.725;-9.6633438
20.256;0.06165617;-9.725;-9.6633438
20.257;0.06165617;-9.725;-9.6633438
20.258;0.08665617;-9.75;-9.6633438
20.259;0.08665617;-9.75;-9.6633438
20.26;0.08665617;-9.75;-9.6633438
