czas;sterowanie;pozycja;generator PRBS
7,094;-0,00092568;-27,9;-27,900926
7,095;-0,00092568;-27,9;-27,900926
7,096;-0,00092568;-27,9;-27,900926
7,097;-0,00092568;-27,9;-27,900926
7,098;0,02407432;-27,925;-27,900926
7,099;0,02407432;-27,925;-27,900926
7,1;0,04907432;-27,95;-27,900926
7,101;0,04907432;-27,95;-27,900926
7,102;0,04907432;-27,95;-27,900926
7,103;0,04907432;-27,95;-27,900926
7,104;0,04907432;-27,95;-27,900926
7,105;0,04907432;-27,95;-27,900926
7,106;0,04907432;-27,95;-27,900926
7,107;0,07407432;-27,975;-27,900926
7,108;0,07407432;-27,975;-27,900926
7,109;0,09907432;-28;-27,900926
7,11;0,09907432;-28;-27,900926
7,111;0,09907432;-28;-27,900926
7,112;0,09907432;-28;-27,900926
7,113;0,09907432;-28;-27,900926
7,114;0,09907432;-28;-27,900926
7,115;0,09907432;-28;-27,900926
7,116;0,09907432;-28;-27,900926
7,117;0,09907432;-28;-27,900926
7,118;0,09907432;-28;-27,900926
7,119;0,09907432;-28;-27,900926
7,12;0,09907432;-28;-27,900926
7,121;0,09907432;-28;-27,900926
7,122;0,09907432;-28;-27,900926
7,123;0,09907432;-28;-27,900926
7,124;0,07407432;-27,975;-27,900926
7,125;0,07407432;-27,975;-27,900926
7,126;0,07407432;-27,975;-27,900926
7,127;0,07407432;-27,975;-27,900926
7,128;0,07407432;-27,975;-27,900926
7,129;0,07407432;-27,975;-27,900926
7,13;0,07407432;-27,975;-27,900926
7,131;0,07407432;-27,975;-27,900926
7,132;0,07407432;-27,975;-27,900926
7,133;0,04907432;-27,95;-27,900926
7,134;0,04907432;-27,95;-27,900926
7,135;0,04907432;-27,95;-27,900926
7,136;0,04907432;-27,95;-27,900926
7,137;0,04907432;-27,95;-27,900926
7,138;0,04907432;-27,95;-27,900926
7,139;0,04907432;-27,95;-27,900926
7,14;0,04907432;-27,95;-27,900926
7,141;0,04907432;-27,95;-27,900926
7,142;0,04907432;-27,95;-27,900926
7,143;0,04907432;-27,95;-27,900926
7,144;0,04907432;-27,95;-27,900926
7,145;0,04907432;-27,95;-27,900926
7,146;0,04907432;-27,95;-27,900926
7,147;0,04907432;-27,95;-27,900926
7,148;0,04907432;-27,95;-27,900926
7,149;0,04907432;-27,95;-27,900926
7,15;0,04907432;-27,95;-27,900926
7,151;0,04907432;-27,95;-27,900926
7,152;0,04907432;-27,95;-27,900926
7,153;0,04907432;-27,95;-27,900926
7,154;0,04907432;-27,95;-27,900926
7,155;0,04907432;-27,95;-27,900926
7,156;0,04907432;-27,95;-27,900926
7,157;0,04907432;-27,95;-27,900926
7,158;0,07407432;-27,975;-27,900926
7,159;0,04907432;-27,95;-27,900926
7,16;0,04907432;-27,95;-27,900926
7,161;0,04907432;-27,95;-27,900926
7,162;0,04907432;-27,95;-27,900926
7,163;0,04907432;-27,95;-27,900926
7,164;0,04907432;-27,95;-27,900926
7,165;0,04907432;-27,95;-27,900926
7,166;0,07407432;-27,975;-27,900926
7,167;0,07407432;-27,975;-27,900926
7,168;0,07407432;-27,975;-27,900926
7,169;0,07407432;-27,975;-27,900926
7,17;0,04907432;-27,95;-27,900926
7,171;0,04907432;-27,95;-27,900926
7,172;0,04907432;-27,95;-27,900926
7,173;0,04907432;-27,95;-27,900926
7,174;0,07407432;-27,975;-27,900926
7,175;0,07407432;-27,975;-27,900926
7,176;0,07407432;-27,975;-27,900926
7,177;0,07407432;-27,975;-27,900926
7,178;0,07407432;-27,975;-27,900926
7,179;0,07407432;-27,975;-27,900926
7,18;0,07407432;-27,975;-27,900926
7,181;0,07407432;-27,975;-27,900926
7,182;0,04907432;-27,95;-27,900926
7,183;0,04907432;-27,95;-27,900926
7,184;0,07407432;-27,975;-27,900926
7,185;0,07407432;-27,975;-27,900926
7,186;0,07407432;-27,975;-27,900926
7,187;0,07407432;-27,975;-27,900926
7,188;0,07407432;-27,975;-27,900926
7,189;0,04907432;-27,95;-27,900926
7,19;0,07407432;-27,975;-27,900926
7,191;0,07407432;-27,975;-27,900926
7,192;0,04907432;-27,95;-27,900926
7,193;0,07407432;-27,975;-27,900926
7,194;0,07407432;-27,975;-27,900926
7,195;0,07407432;-27,975;-27,900926
7,196;0,07407432;-27,975;-27,900926
7,197;0,07407432;-27,975;-27,900926
7,198;0,07407432;-27,975;-27,900926
7,199;0,04907432;-27,95;-27,900926
7,2;0,04907432;-27,95;-27,900926
7,201;0,04907432;-27,95;-27,900926
7,202;0,07407432;-27,975;-27,900926
7,203;0,04907432;-27,95;-27,900926
7,204;0,07407432;-27,975;-27,900926
7,205;0,07407432;-27,975;-27,900926
7,206;0,07407432;-27,975;-27,900926
7,207;0,07407432;-27,975;-27,900926
7,208;0,04907432;-27,95;-27,900926
7,209;0,04907432;-27,95;-27,900926
7,21;0,04907432;-27,95;-27,900926
7,211;0,04907432;-27,95;-27,900926
7,212;0,04907432;-27,95;-27,900926
7,213;0,07407432;-27,975;-27,900926
7,214;0,04907432;-27,95;-27,900926
7,215;0,04907432;-27,95;-27,900926
7,216;0,04907432;-27,95;-27,900926
7,217;0,04907432;-27,95;-27,900926
7,218;0,04907432;-27,95;-27,900926
7,219;0,04907432;-27,95;-27,900926
7,22;0,04907432;-27,95;-27,900926
7,221;0,04907432;-27,95;-27,900926
7,222;0,07407432;-27,975;-27,900926
7,223;0,07407432;-27,975;-27,900926
7,224;0,07407432;-27,975;-27,900926
7,225;0,07407432;-27,975;-27,900926
7,226;0,04907432;-27,95;-27,900926
7,227;0,04907432;-27,95;-27,900926
7,228;0,04907432;-27,95;-27,900926
7,229;0,04907432;-27,95;-27,900926
7,23;0,04907432;-27,95;-27,900926
7,231;0,04907432;-27,95;-27,900926
7,232;0,07407432;-27,975;-27,900926
7,233;0,07407432;-27,975;-27,900926
7,234;0,07407432;-27,975;-27,900926
7,235;0,07407432;-27,975;-27,900926
7,236;0,07407432;-27,975;-27,900926
7,237;0,07407432;-27,975;-27,900926
7,238;0,07407432;-27,975;-27,900926
7,239;0,04907432;-27,95;-27,900926
7,24;0,04907432;-27,95;-27,900926
7,241;0,07407432;-27,975;-27,900926
7,242;0,07407432;-27,975;-27,900926
7,243;0,07407432;-27,975;-27,900926
7,244;0,07407432;-27,975;-27,900926
7,245;0,07407432;-27,975;-27,900926
7,246;0,04907432;-27,95;-27,900926
7,247;0,04907432;-27,95;-27,900926
7,248;0,04907432;-27,95;-27,900926
7,249;0,04907432;-27,95;-27,900926
7,25;1;-27,975;-16,196702
7,251;1;-27,975;-16,196702
7,252;1;-27,975;-16,196702
7,253;1;-27,975;-16,196702
7,254;1;-27,975;-16,196702
7,255;1;-27,975;-16,196702
7,256;1;-27,95;-16,196702
7,257;1;-27,95;-16,196702
7,258;1;-27,925;-16,196702
7,259;1;-27,85;-16,196702
7,26;1;-27,775;-16,196702
7,261;1;-27,725;-16,196702
7,262;1;-27,6;-16,196702
7,263;1;-27,525;-16,196702
7,264;1;-27,475;-16,196702
7,265;1;-27,4;-16,196702
7,266;1;-27,375;-16,196702
7,267;1;-27,325;-16,196702
7,268;1;-27,2;-16,196702
7,269;1;-27,1;-16,196702
7,27;1;-27,025;-16,196702
7,271;1;-26,875;-16,196702
7,272;1;-26,8;-16,196702
7,273;1;-26,725;-16,196702
7,274;1;-26,625;-16,196702
7,275;1;-26,575;-16,196702
7,276;1;-26,525;-16,196702
7,277;1;-26,4;-16,196702
7,278;1;-26,325;-16,196702
7,279;1;-26,25;-16,196702
7,28;1;-26,075;-16,196702
7,281;1;-26;-16,196702
7,282;1;-25,925;-16,196702
7,283;1;-25,8;-16,196702
7,284;1;-25,75;-16,196702
7,285;1;-25,7;-16,196702
7,286;1;-25,6;-16,196702
7,287;1;-25,525;-16,196702
7,288;1;-25,45;-16,196702
7,289;1;-25,275;-16,196702
7,29;1;-25,175;-16,196702
7,291;1;-25,1;-16,196702
7,292;1;-24,975;-16,196702
7,293;1;-24,9;-16,196702
7,294;1;-24,85;-16,196702
7,295;1;-24,75;-16,196702
7,296;1;-24,675;-16,196702
7,297;1;-24,6;-16,196702
7,298;1;-24,45;-16,196702
7,299;1;-24,35;-16,196702
7,3;1;-24,25;-16,196702
7,301;1;-24,125;-16,196702
7,302;1;-24,05;-16,196702
7,303;1;-24;-16,196702
7,304;1;-23,9;-16,196702
7,305;1;-23,825;-16,196702
7,306;1;-23,75;-16,196702
7,307;1;-23,6;-16,196702
7,308;1;-23,5;-16,196702
7,309;1;-23,425;-16,196702
7,31;1;-23,25;-16,196702
7,311;1;-23,2;-16,196702
7,312;1;-23,125;-16,196702
7,313;1;-23,025;-16,196702
7,314;1;-22,975;-16,196702
7,315;1;-22,9;-16,196702
7,316;1;-22,75;-16,196702
7,317;1;-22,65;-16,196702
7,318;1;-22,575;-16,196702
7,319;1;-22,4;-16,196702
7,32;1;-22,325;-16,196702
7,321;1;-22,225;-16,196702
7,322;1;-22,15;-16,196702
7,323;1;-22,1;-16,196702
7,324;1;-22,025;-16,196702
7,325;1;-21,875;-16,196702
7,326;1;-21,8;-16,196702
7,327;1;-21,7;-16,196702
7,328;1;-21,525;-16,196702
7,329;1;-21,45;-16,196702
7,33;1;-21,375;-16,196702
7,331;1;-21,25;-16,196702
7,332;1;-21,2;-16,196702
7,333;1;-21,15;-16,196702
7,334;1;-21;-16,196702
7,335;1;-20,925;-16,196702
7,336;1;-20,85;-16,196702
7,337;1;-20,675;-16,196702
7,338;1;-20,575;-16,196702
7,339;1;-20,45;-16,196702
7,34;1;-20,375;-16,196702
7,341;1;-20,3;-16,196702
7,342;1;-20,175;-16,196702
7,343;1;-20,125;-16,196702
7,344;1;-20,05;-16,196702
7,345;1;-19,875;-16,196702
7,346;1;-19,8;-16,196702
7,347;1;-19,7;-16,196702
7,348;1;-19,55;-16,196702
7,349;1;-19,475;-16,196702
7,35;1;-19,425;-16,196702
7,351;1;-19,3;-16,196702
7,352;1;-19,25;-16,196702
7,353;1;-19,175;-16,196702
7,354;1;-19;-16,196702
7,355;1;-18,925;-16,196702
7,356;1;-18,825;-16,196702
7,357;1;-18,65;-16,196702
7,358;1;-18,6;-16,196702
7,359;1;-18,525;-16,196702
7,36;1;-18,4;-16,196702
7,361;1;-18,35;-16,196702
7,362;1;-18,275;-16,196702
7,363;1;-18,125;-16,196702
7,364;1;-18,05;-16,196702
7,365;1;-17,95;-16,196702
7,366;1;-17,775;-16,196702
7,367;1;-17,7;-16,196702
7,368;1;-17,625;-16,196702
7,369;1;-17,5;-16,196702
7,37;1;-17,45;-16,196702
7,371;1;-17,4;-16,196702
7,372;1;-17,225;-16,196702
7,373;0,95329762;-17,15;-16,196702
7,374;0,87829762;-17,075;-16,196702
7,375;0,70329762;-16,9;-16,196702
7,376;0,62829762;-16,825;-16,196702
7,377;0,55329762;-16,75;-16,196702
7,378;0,40329762;-16,6;-16,196702
7,379;0,35329762;-16,55;-16,196702
7,38;0,30329762;-16,5;-16,196702
7,381;0,15329762;-16,35;-16,196702
7,382;0,078297617;-16,275;-16,196702
7,383;0,003297617;-16,2;-16,196702
7,384;-0,17170238;-16,025;-16,196702
7,385;-0,24670238;-15,95;-16,196702
7,386;-0,32170238;-15,875;-16,196702
7,387;-0,42170238;-15,775;-16,196702
7,388;-0,44670238;-15,75;-16,196702
7,389;-0,44670238;-15,75;-16,196702
7,39;-0,44670238;-15,75;-16,196702
7,391;-0,44670238;-15,75;-16,196702
7,392;-0,44670238;-15,75;-16,196702
7,393;-0,39670238;-15,8;-16,196702
7,394;-0,39670238;-15,8;-16,196702
7,395;-0,39670238;-15,8;-16,196702
7,396;-0,34670238;-15,85;-16,196702
7,397;-0,32170238;-15,875;-16,196702
7,398;-0,27170238;-15,925;-16,196702
7,399;-0,19670238;-16;-16,196702
7,4;-0,12170238;-16,075;-16,196702
7,401;-0,046702383;-16,15;-16,196702
7,402;0,10329762;-16,3;-16,196702
7,403;0,15329762;-16,35;-16,196702
7,404;0,20329762;-16,4;-16,196702
7,405;0,27829762;-16,475;-16,196702
7,406;0,30329762;-16,5;-16,196702
7,407;0,32829762;-16,525;-16,196702
7,408;0,40329762;-16,6;-16,196702
7,409;0,40329762;-16,6;-16,196702
7,41;0,45329762;-16,65;-16,196702
7,411;0,42829762;-16,625;-16,196702
7,412;0,42829762;-16,625;-16,196702
7,413;0,40329762;-16,6;-16,196702
7,414;0,37829762;-16,575;-16,196702
7,415;0,35329762;-16,55;-16,196702
7,416;0,35329762;-16,55;-16,196702
7,417;0,30329762;-16,5;-16,196702
7,418;0,27829762;-16,475;-16,196702
7,419;0,25329762;-16,45;-16,196702
7,42;0,17829762;-16,375;-16,196702
7,421;0,12829762;-16,325;-16,196702
7,422;0,053297617;-16,25;-16,196702
7,423;-0,046702383;-16,15;-16,196702
7,424;-0,071702383;-16,125;-16,196702
7,425;-0,096702383;-16,1;-16,196702
7,426;-0,12170238;-16,075;-16,196702
7,427;-0,14670238;-16,05;-16,196702
7,428;-0,17170238;-16,025;-16,196702
7,429;-0,19670238;-16;-16,196702
7,43;-0,19670238;-16;-16,196702
7,431;-0,19670238;-16;-16,196702
7,432;-0,19670238;-16;-16,196702
7,433;-0,19670238;-16;-16,196702
7,434;-0,19670238;-16;-16,196702
7,435;-0,17170238;-16,025;-16,196702
7,436;-0,14670238;-16,05;-16,196702
7,437;-0,14670238;-16,05;-16,196702
7,438;-0,12170238;-16,075;-16,196702
7,439;-0,096702383;-16,1;-16,196702
7,44;-0,071702383;-16,125;-16,196702
7,441;-0,021702383;-16,175;-16,196702
7,442;0,028297617;-16,225;-16,196702
7,443;0,053297617;-16,25;-16,196702
7,444;0,12829762;-16,325;-16,196702
7,445;0,12829762;-16,325;-16,196702
7,446;0,15329762;-16,35;-16,196702
7,447;0,17829762;-16,375;-16,196702
7,448;0,20329762;-16,4;-16,196702
7,449;0,20329762;-16,4;-16,196702
7,45;0,22829762;-16,425;-16,196702
7,451;0,22829762;-16,425;-16,196702
7,452;0,22829762;-16,425;-16,196702
7,453;0,22829762;-16,425;-16,196702
7,454;0,22829762;-16,425;-16,196702
7,455;0,22829762;-16,425;-16,196702
7,456;0,20329762;-16,4;-16,196702
7,457;0,20329762;-16,4;-16,196702
7,458;0,20329762;-16,4;-16,196702
7,459;0,17829762;-16,375;-16,196702
7,46;0,17829762;-16,375;-16,196702
7,461;0,15329762;-16,35;-16,196702
7,462;0,10329762;-16,3;-16,196702
7,463;0,10329762;-16,3;-16,196702
7,464;0,078297617;-16,275;-16,196702
7,465;0,053297617;-16,25;-16,196702
7,466;0,028297617;-16,225;-16,196702
7,467;0,003297617;-16,2;-16,196702
7,468;0,003297617;-16,2;-16,196702
7,469;0,003297617;-16,2;-16,196702
7,47;-0,021702383;-16,175;-16,196702
7,471;-0,046702383;-16,15;-16,196702
7,472;-0,046702383;-16,15;-16,196702
7,473;-0,046702383;-16,15;-16,196702
7,474;-0,046702383;-16,15;-16,196702
7,475;-0,046702383;-16,15;-16,196702
7,476;-0,046702383;-16,15;-16,196702
7,477;-0,046702383;-16,15;-16,196702
7,478;-0,021702383;-16,175;-16,196702
7,479;-0,021702383;-16,175;-16,196702
7,48;-0,021702383;-16,175;-16,196702
7,481;-0,046702383;-16,15;-16,196702
7,482;-0,021702383;-16,175;-16,196702
7,483;-0,021702383;-16,175;-16,196702
7,484;-0,021702383;-16,175;-16,196702
7,485;0,003297617;-16,2;-16,196702
7,486;0,028297617;-16,225;-16,196702
7,487;0,053297617;-16,25;-16,196702
7,488;0,053297617;-16,25;-16,196702
7,489;0,053297617;-16,25;-16,196702
7,49;0,053297617;-16,25;-16,196702
7,491;0,053297617;-16,25;-16,196702
7,492;0,078297617;-16,275;-16,196702
7,493;0,078297617;-16,275;-16,196702
7,494;0,10329762;-16,3;-16,196702
7,495;0,10329762;-16,3;-16,196702
7,496;0,10329762;-16,3;-16,196702
7,497;0,12829762;-16,325;-16,196702
7,498;0,12829762;-16,325;-16,196702
7,499;0,12829762;-16,325;-16,196702
7,5;0,10329762;-16,3;-16,196702
7,501;0,10329762;-16,3;-16,196702
7,502;0,10329762;-16,3;-16,196702
7,503;0,10329762;-16,3;-16,196702
7,504;0,10329762;-16,3;-16,196702
7,505;0,10329762;-16,3;-16,196702
7,506;0,12829762;-16,325;-16,196702
7,507;0,12829762;-16,325;-16,196702
7,508;0,10329762;-16,3;-16,196702
7,509;0,10329762;-16,3;-16,196702
7,51;0,10329762;-16,3;-16,196702
7,511;0,078297617;-16,275;-16,196702
7,512;0,078297617;-16,275;-16,196702
7,513;0,078297617;-16,275;-16,196702
7,514;0,078297617;-16,275;-16,196702
7,515;0,078297617;-16,275;-16,196702
7,516;0,078297617;-16,275;-16,196702
7,517;0,078297617;-16,275;-16,196702
7,518;0,053297617;-16,25;-16,196702
7,519;0,053297617;-16,25;-16,196702
7,52;0,028297617;-16,225;-16,196702
7,521;0,028297617;-16,225;-16,196702
7,522;0,028297617;-16,225;-16,196702
7,523;0,053297617;-16,25;-16,196702
7,524;0,053297617;-16,25;-16,196702
7,525;0,053297617;-16,25;-16,196702
7,526;0,053297617;-16,25;-16,196702
7,527;0,028297617;-16,225;-16,196702
7,528;0,028297617;-16,225;-16,196702
7,529;0,028297617;-16,225;-16,196702
7,53;0,028297617;-16,225;-16,196702
7,531;0,028297617;-16,225;-16,196702
7,532;0,028297617;-16,225;-16,196702
7,533;0,028297617;-16,225;-16,196702
7,534;0,053297617;-16,25;-16,196702
7,535;0,053297617;-16,25;-16,196702
7,536;0,053297617;-16,25;-16,196702
7,537;0,053297617;-16,25;-16,196702
7,538;0,053297617;-16,25;-16,196702
7,539;0,053297617;-16,25;-16,196702
7,54;0,028297617;-16,225;-16,196702
7,541;0,028297617;-16,225;-16,196702
7,542;0,053297617;-16,25;-16,196702
7,543;0,053297617;-16,25;-16,196702
7,544;0,053297617;-16,25;-16,196702
7,545;0,053297617;-16,25;-16,196702
7,546;0,053297617;-16,25;-16,196702
7,547;0,053297617;-16,25;-16,196702
7,548;0,053297617;-16,25;-16,196702
7,549;0,053297617;-16,25;-16,196702
7,55;0,053297617;-16,25;-16,196702
7,551;0,053297617;-16,25;-16,196702
7,552;0,078297617;-16,275;-16,196702
7,553;0,078297617;-16,275;-16,196702
7,554;0,078297617;-16,275;-16,196702
7,555;0,078297617;-16,275;-16,196702
7,556;0,053297617;-16,25;-16,196702
7,557;0,053297617;-16,25;-16,196702
7,558;0,053297617;-16,25;-16,196702
7,559;0,053297617;-16,25;-16,196702
7,56;0,053297617;-16,25;-16,196702
7,561;0,078297617;-16,275;-16,196702
7,562;0,078297617;-16,275;-16,196702
7,563;0,078297617;-16,275;-16,196702
7,564;0,078297617;-16,275;-16,196702
7,565;0,078297617;-16,275;-16,196702
7,566;0,053297617;-16,25;-16,196702
7,567;0,053297617;-16,25;-16,196702
7,568;0,053297617;-16,25;-16,196702
7,569;0,053297617;-16,25;-16,196702
7,57;0,053297617;-16,25;-16,196702
7,571;0,078297617;-16,275;-16,196702
7,572;0,078297617;-16,275;-16,196702
7,573;0,078297617;-16,275;-16,196702
7,574;0,078297617;-16,275;-16,196702
7,575;0,078297617;-16,275;-16,196702
7,576;0,053297617;-16,25;-16,196702
7,577;0,053297617;-16,25;-16,196702
7,578;0,078297617;-16,275;-16,196702
7,579;0,078297617;-16,275;-16,196702
7,58;0,078297617;-16,275;-16,196702
7,581;0,078297617;-16,275;-16,196702
7,582;0,078297617;-16,275;-16,196702
7,583;0,078297617;-16,275;-16,196702
7,584;0,053297617;-16,25;-16,196702
7,585;0,053297617;-16,25;-16,196702
7,586;0,053297617;-16,25;-16,196702
7,587;0,053297617;-16,25;-16,196702
7,588;0,053297617;-16,25;-16,196702
7,589;0,053297617;-16,25;-16,196702
7,59;0,078297617;-16,275;-16,196702
7,591;0,078297617;-16,275;-16,196702
7,592;0,078297617;-16,275;-16,196702
7,593;0,053297617;-16,25;-16,196702
7,594;0,053297617;-16,25;-16,196702
7,595;0,053297617;-16,25;-16,196702
7,596;0,053297617;-16,25;-16,196702
7,597;0,053297617;-16,25;-16,196702
7,598;0,053297617;-16,25;-16,196702
7,599;0,053297617;-16,25;-16,196702
7,6;0,053297617;-16,25;-16,196702
7,601;0,053297617;-16,25;-16,196702
7,602;0,053297617;-16,25;-16,196702
7,603;0,053297617;-16,25;-16,196702
7,604;0,053297617;-16,25;-16,196702
7,605;0,053297617;-16,25;-16,196702
7,606;0,053297617;-16,25;-16,196702
7,607;0,053297617;-16,25;-16,196702
7,608;0,078297617;-16,275;-16,196702
7,609;0,053297617;-16,25;-16,196702
7,61;0,078297617;-16,275;-16,196702
7,611;0,078297617;-16,275;-16,196702
7,612;0,053297617;-16,25;-16,196702
7,613;0,053297617;-16,25;-16,196702
7,614;0,053297617;-16,25;-16,196702
7,615;0,053297617;-16,25;-16,196702
7,616;0,053297617;-16,25;-16,196702
7,617;0,053297617;-16,25;-16,196702
7,618;0,053297617;-16,25;-16,196702
7,619;0,078297617;-16,275;-16,196702
7,62;0,078297617;-16,275;-16,196702
7,621;0,078297617;-16,275;-16,196702
7,622;0,053297617;-16,25;-16,196702
7,623;0,053297617;-16,25;-16,196702
7,624;0,053297617;-16,25;-16,196702
7,625;0,053297617;-16,25;-16,196702
7,626;0,053297617;-16,25;-16,196702
7,627;0,053297617;-16,25;-16,196702
7,628;0,078297617;-16,275;-16,196702
7,629;0,078297617;-16,275;-16,196702
7,63;0,078297617;-16,275;-16,196702
7,631;0,053297617;-16,25;-16,196702
7,632;0,053297617;-16,25;-16,196702
7,633;0,053297617;-16,25;-16,196702
7,634;0,053297617;-16,25;-16,196702
7,635;0,053297617;-16,25;-16,196702
7,636;0,053297617;-16,25;-16,196702
7,637;0,078297617;-16,275;-16,196702
7,638;0,078297617;-16,275;-16,196702
7,639;0,078297617;-16,275;-16,196702
7,64;0,053297617;-16,25;-16,196702
7,641;0,053297617;-16,25;-16,196702
7,642;0,053297617;-16,25;-16,196702
7,643;0,053297617;-16,25;-16,196702
7,644;0,053297617;-16,25;-16,196702
7,645;0,053297617;-16,25;-16,196702
7,646;0,078297617;-16,275;-16,196702
7,647;0,053297617;-16,25;-16,196702
7,648;0,078297617;-16,275;-16,196702
7,649;0,053297617;-16,25;-16,196702
7,65;1;-16,25;-1,5351124
7,651;1;-16,25;-1,5351124
7,652;1;-16,25;-1,5351124
7,653;1;-16,25;-1,5351124
7,654;1;-16,25;-1,5351124
7,655;1;-16,25;-1,5351124
7,656;1;-16,25;-1,5351124
7,657;1;-16,25;-1,5351124
7,658;1;-16,2;-1,5351124
7,659;1;-16,15;-1,5351124
7,66;1;-16,1;-1,5351124
7,661;1;-15,95;-1,5351124
7,662;1;-15,875;-1,5351124
7,663;1;-15,825;-1,5351124
7,664;1;-15,75;-1,5351124
7,665;1;-15,7;-1,5351124
7,666;1;-15,675;-1,5351124
7,667;1;-15,575;-1,5351124
7,668;1;-15,5;-1,5351124
7,669;1;-15,4;-1,5351124
7,67;1;-15,25;-1,5351124
7,671;1;-15,15;-1,5351124
7,672;1;-15,1;-1,5351124
7,673;1;-14,975;-1,5351124
7,674;1;-14,925;-1,5351124
7,675;1;-14,875;-1,5351124
7,676;1;-14,775;-1,5351124
7,677;1;-14,7;-1,5351124
7,678;1;-14,65;-1,5351124
7,679;1;-14,45;-1,5351124
7,68;1;-14,375;-1,5351124
7,681;1;-14,275;-1,5351124
7,682;1;-14,15;-1,5351124
7,683;1;-14,1;-1,5351124
7,684;1;-14,05;-1,5351124
7,685;1;-13,95;-1,5351124
7,686;1;-13,9;-1,5351124
7,687;1;-13,825;-1,5351124
7,688;1;-13,65;-1,5351124
7,689;1;-13,575;-1,5351124
7,69;1;-13,475;-1,5351124
7,691;1;-13,325;-1,5351124
7,692;1;-13,25;-1,5351124
7,693;1;-13,2;-1,5351124
7,694;1;-13,125;-1,5351124
7,695;1;-13,075;-1,5351124
7,696;1;-13;-1,5351124
7,697;1;-12,85;-1,5351124
7,698;1;-12,75;-1,5351124
7,699;1;-12,675;-1,5351124
7,7;1;-12,5;-1,5351124
7,701;1;-12,425;-1,5351124
7,702;1;-12,375;-1,5351124
7,703;1;-12,275;-1,5351124
7,704;1;-12,225;-1,5351124
7,705;1;-12,175;-1,5351124
7,706;1;-12,025;-1,5351124
7,707;1;-11,925;-1,5351124
7,708;1;-11,85;-1,5351124
7,709;1;-11,675;-1,5351124
7,71;1;-11,6;-1,5351124
7,711;1;-11,525;-1,5351124
7,712;1;-11,4;-1,5351124
7,713;1;-11,35;-1,5351124
7,714;1;-11,3;-1,5351124
7,715;1;-11,175;-1,5351124
7,716;1;-11,1;-1,5351124
7,717;1;-11;-1,5351124
7,718;1;-10,825;-1,5351124
7,719;1;-10,75;-1,5351124
7,72;1;-10,675;-1,5351124
7,721;1;-10,55;-1,5351124
7,722;1;-10,5;-1,5351124
7,723;1;-10,45;-1,5351124
7,724;1;-10,325;-1,5351124
7,725;1;-10,25;-1,5351124
7,726;1;-10,15;-1,5351124
7,727;1;-9,975;-1,5351124
7,728;1;-9,9;-1,5351124
7,729;1;-9,8;-1,5351124
7,73;1;-9,675;-1,5351124
7,731;1;-9,625;-1,5351124
7,732;1;-9,55;-1,5351124
7,733;1;-9,45;-1,5351124
7,734;1;-9,375;-1,5351124
7,735;1;-9,3;-1,5351124
7,736;1;-9,125;-1,5351124
7,737;1;-9,025;-1,5351124
7,738;1;-8,95;-1,5351124
7,739;1;-8,8;-1,5351124
7,74;1;-8,75;-1,5351124
7,741;1;-8,7;-1,5351124
7,742;1;-8,575;-1,5351124
7,743;1;-8,5;-1,5351124
7,744;1;-8,425;-1,5351124
7,745;1;-8,25;-1,5351124
7,746;1;-8,175;-1,5351124
7,747;1;-8,075;-1,5351124
7,748;1;-7,925;-1,5351124
7,749;1;-7,85;-1,5351124
7,75;1;-7,8;-1,5351124
7,751;1;-7,7;-1,5351124
7,752;1;-7,625;-1,5351124
7,753;1;-7,55;-1,5351124
7,754;1;-7,4;-1,5351124
7,755;1;-7,3;-1,5351124
7,756;1;-7,2;-1,5351124
7,757;1;-7,05;-1,5351124
7,758;1;-6,975;-1,5351124
7,759;1;-6,9;-1,5351124
7,76;1;-6,8;-1,5351124
7,761;1;-6,725;-1,5351124
7,762;1;-6,675;-1,5351124
7,763;1;-6,525;-1,5351124
7,764;1;-6,45;-1,5351124
7,765;1;-6,35;-1,5351124
7,766;1;-6,15;-1,5351124
7,767;1;-6,1;-1,5351124
7,768;1;-6;-1,5351124
7,769;1;-5,9;-1,5351124
7,77;1;-5,85;-1,5351124
7,771;1;-5,725;-1,5351124
7,772;1;-5,65;-1,5351124
7,773;1;-5,55;-1,5351124
7,774;1;-5,375;-1,5351124
7,775;1;-5,3;-1,5351124
7,776;1;-5,2;-1,5351124
7,777;1;-5,05;-1,5351124
7,778;1;-5;-1,5351124
7,779;1;-4,95;-1,5351124
7,78;1;-4,825;-1,5351124
7,781;1;-4,75;-1,5351124
7,782;1;-4,675;-1,5351124
7,783;1;-4,5;-1,5351124
7,784;1;-4,425;-1,5351124
7,785;1;-4,325;-1,5351124
7,786;1;-4,175;-1,5351124
7,787;1;-4,1;-1,5351124
7,788;1;-4,05;-1,5351124
7,789;1;-3,95;-1,5351124
7,79;1;-3,875;-1,5351124
7,791;1;-3,8;-1,5351124
7,792;1;-3,65;-1,5351124
7,793;1;-3,55;-1,5351124
7,794;1;-3,45;-1,5351124
7,795;1;-3,3;-1,5351124
7,796;1;-3,225;-1,5351124
7,797;1;-3,175;-1,5351124
7,798;1;-3,05;-1,5351124
7,799;1;-3;-1,5351124
7,8;1;-2,925;-1,5351124
7,801;1;-2,775;-1,5351124
7,802;1;-2,7;-1,5351124
7,803;1;-2,6;-1,5351124
7,804;0,88988763;-2,425;-1,5351124
